,date,cases_new,state_id,cases_recovered,cases_death,cases_active,checkins,unique_ind,cumul_full,pop,percent_vax,temp
2146,2021-07-08,135,4,152,4,1204,317470,178965,184515,1906700,0.1,28.1
2147,2021-07-08,183,5,194,8,3613,490891,258161,85969,932700,0.09,27.9
2148,2021-07-08,897,6,798,8,7287,685072,339957,125225,1128800,0.11,27.9
2149,2021-07-08,152,7,117,3,2729,731367,342088,163974,1678700,0.1,28.3
2150,2021-07-08,543,9,158,3,2191,1351476,624290,252513,2510300,0.1,27.8
2151,2021-07-08,1,10,3,0,12,247173,143830,50486,254900,0.2,29.1
2152,2021-07-08,237,8,178,2,1525,1466268,673442,163066,1773600,0.09,29.1
2153,2021-07-08,279,13,203,3,2227,1488775,557384,284984,3908500,0.07,26.73333333333333
2154,2021-07-08,281,14,474,4,3981,1241102,564308,474574,2816500,0.17,27.125
2155,2021-07-08,4152,11,2224,63,32422,3495833,1853037,446488,6538000,0.07,27.35
2156,2021-07-08,68,12,38,1,394,373972,198588,113334,1259300,0.09,28.200000000000006
2157,2021-07-08,1133,15,578,24,10549,2601950,1402418,316084,1773700,0.18,26.8
2158,2021-07-08,64,16,118,1,1267,51722,23821,22806,99600,0.23,27.3
2159,2021-07-08,47,17,10,2,233,131114,84125,31679,110000,0.29,27.9
2160,2021-07-09,315,2,226,5,4361,2068093,1030906,332281,3781000,0.09,27.6
2161,2021-07-09,417,3,222,1,2769,618166,364314,214376,2185100,0.1,26.7
2162,2021-07-09,151,4,133,0,1221,210949,128030,184945,1906700,0.1,26.2
2163,2021-07-09,222,5,350,9,3476,483373,253777,88547,932700,0.09,28.1
2164,2021-07-09,899,6,618,5,7550,506270,270225,129235,1128800,0.11,28.1
2165,2021-07-09,214,7,181,4,2757,730236,342740,167396,1678700,0.1,27.8
2166,2021-07-09,241,9,153,2,2278,1346601,627491,260482,2510300,0.1,26.8
2167,2021-07-09,1,10,4,0,9,235915,140301,51384,254900,0.2,26.7
2168,2021-07-09,142,8,192,0,1473,1419118,663462,168893,1773600,0.1,26.7
2169,2021-07-09,323,13,230,0,2319,1484521,560185,296613,3908500,0.08,26.633333333333336
2170,2021-07-09,406,14,444,3,3942,1246917,567574,520521,2816500,0.18,27.875
2171,2021-07-09,4400,11,2062,28,34659,3713353,1937057,469223,6538000,0.07,27.85
2172,2021-07-09,82,12,42,2,433,261428,152611,113339,1259300,0.09,27.0
2173,2021-07-09,1271,15,739,17,11055,2829903,1455829,331698,1773700,0.19,27.9
2174,2021-07-09,80,16,104,1,1241,52588,23969,25076,99600,0.25,26.9
2175,2021-07-09,16,17,13,0,236,137090,88720,32360,110000,0.29,27.8
2176,2021-07-10,399,2,249,8,4504,1905376,973620,338789,3781000,0.09,24.7
2177,2021-07-10,364,3,234,5,2894,658993,376401,214617,2185100,0.1,27.5
2178,2021-07-10,89,4,131,1,1177,296566,166181,185492,1906700,0.1,27.3
2179,2021-07-10,835,5,791,4,3515,443642,234595,93523,932700,0.1,26.9
2180,2021-07-10,638,6,726,5,7452,482960,259210,130484,1128800,0.12,26.9
2181,2021-07-10,247,7,226,6,2776,648297,311104,167851,1678700,0.1,26.5
2182,2021-07-10,145,9,162,0,2261,1235080,583566,266473,2510300,0.11,26.7
2183,2021-07-10,4,10,0,0,13,193612,110459,53221,254900,0.21,27.5
2184,2021-07-10,180,8,40,2,1611,1233065,580967,174942,1773600,0.1,27.5
2185,2021-07-10,251,13,136,0,2434,1410398,531693,308745,3908500,0.08,26.96666666666667
2186,2021-07-10,352,14,488,0,3802,1171501,533180,560563,2816500,0.2,28.125
2187,2021-07-10,4277,11,1970,50,36875,3416374,1801724,485426,6538000,0.07,26.95
2188,2021-07-10,50,12,32,0,451,350179,185490,114234,1259300,0.09,26.9
2189,2021-07-10,1398,15,573,5,11860,2402480,1296954,348959,1773700,0.2,26.7
2190,2021-07-10,85,16,134,1,1191,46343,21712,27270,99600,0.27,27.2
2191,2021-07-10,39,17,18,0,257,121545,80456,32360,110000,0.29,27.2
2192,2021-07-11,392,2,347,6,4540,1774374,915062,344525,3781000,0.09,26.4
2193,2021-07-11,382,3,283,1,2987,645184,371618,215582,2185100,0.1,24.6
2194,2021-07-11,150,4,103,2,1223,319491,180466,190080,1906700,0.1,27.3
2195,2021-07-11,278,5,245,7,3536,327133,186352,93523,932700,0.1,25.5
2196,2021-07-11,541,6,496,12,7479,404068,226802,131073,1128800,0.12,25.5
2197,2021-07-11,300,7,105,3,2962,513728,267385,168655,1678700,0.1,25.3
2198,2021-07-11,207,9,120,1,2347,991792,499750,271768,2510300,0.11,25.7
2199,2021-07-11,1,10,3,0,11,153218,90927,55341,254900,0.22,24.6
2200,2021-07-11,243,8,246,1,1607,881007,469206,175421,1773600,0.1,24.6
2201,2021-07-11,271,13,246,0,2457,1257645,480841,316411,3908500,0.08,27.9
2202,2021-07-11,270,14,368,1,3702,1000371,472014,598656,2816500,0.21,27.35
2203,2021-07-11,4682,11,1965,34,39505,3071651,1645553,497938,6538000,0.08,26.200000000000006
2204,2021-07-11,38,12,23,0,466,360103,194947,117345,1259300,0.09,26.3
2205,2021-07-11,1247,15,534,21,12537,2205901,1199400,368690,1773700,0.21,26.3
2206,2021-07-11,54,16,90,1,1155,37922,18614,28969,99600,0.29,27.9
2207,2021-07-11,49,17,20,0,286,115292,77293,32360,110000,0.29,26.1
2208,2021-07-12,407,2,234,6,4704,1955075,1009113,349963,3781000,0.09,26.7
2209,2021-07-12,415,3,154,3,3245,752718,421372,219027,2185100,0.1,28.3
2210,2021-07-12,133,4,103,1,1253,311343,178426,194749,1906700,0.1,28.4
2211,2021-07-12,411,5,136,4,3804,471901,250069,97913,932700,0.1,26.9
2212,2021-07-12,794,6,610,14,7647,526163,280755,136158,1128800,0.12,26.9
2213,2021-07-12,314,7,128,7,3143,738922,346648,174804,1678700,0.1,26.8
2214,2021-07-12,168,9,349,1,2164,1361933,628221,278359,2510300,0.11,27.8
2215,2021-07-12,0,10,0,0,11,247089,143263,57101,254900,0.22,28.3
2216,2021-07-12,231,8,266,2,1569,1492457,680255,182736,1773600,0.1,28.3
2217,2021-07-12,298,13,306,2,2447,1547769,574449,325358,3908500,0.08,27.83333333333333
2218,2021-07-12,235,14,360,1,3577,1127726,537702,655008,2816500,0.23,25.725
2219,2021-07-12,4308,11,1772,46,41941,3599529,1902823,520919,6538000,0.08,27.8
2220,2021-07-12,140,12,38,0,568,363879,196353,121180,1259300,0.1,27.6
2221,2021-07-12,609,15,441,16,12676,2706687,1422795,390916,1773700,0.22,27.9
2222,2021-07-12,66,16,124,0,1097,51996,24101,31444,99600,0.32,27.1
2223,2021-07-12,45,17,20,0,311,139075,89655,33156,110000,0.3,27.7
2224,2021-07-13,406,2,222,6,4881,1898159,992120,356071,3781000,0.09,23.8
2225,2021-07-13,497,3,262,7,3466,733393,414210,221805,2185100,0.1,26.6
2226,2021-07-13,211,4,101,1,1363,286141,169150,198818,1906700,0.1,26.4
2227,2021-07-13,323,5,99,10,4022,459428,246997,101880,932700,0.11,25.6
2228,2021-07-13,1033,6,803,13,7858,514384,278551,142931,1128800,0.13,25.6
2229,2021-07-13,321,7,328,3,3135,723244,344422,181887,1678700,0.11,26.7
2230,2021-07-13,329,9,247,2,2241,1268687,603927,284491,2510300,0.11,25.9
2231,2021-07-13,0,10,4,0,7,243717,144426,58815,254900,0.23,26.6
2232,2021-07-13,234,8,122,2,1680,1431883,672842,189980,1773600,0.11,26.6
2233,2021-07-13,239,13,244,2,2437,1506016,567570,335455,3908500,0.09,27.4
2234,2021-07-13,472,14,260,2,3787,1188660,554332,713518,2816500,0.25,26.625
2235,2021-07-13,5263,11,1994,57,45111,3599947,1904927,546732,6538000,0.08,26.450000000000006
2236,2021-07-13,93,12,49,0,612,337525,187286,124638,1259300,0.1,26.55
2237,2021-07-13,1521,15,1131,20,13034,2693561,1408942,414837,1773700,0.23,26.8
2238,2021-07-13,60,16,103,0,1053,52358,24139,34187,99600,0.34,26.8
2239,2021-07-13,77,17,21,0,366,134505,86003,34086,110000,0.31,26.1
2240,2021-07-14,396,2,316,14,4949,2120533,1066647,361965,3781000,0.1,25.9
2241,2021-07-14,504,3,121,5,3841,778711,430942,223048,2185100,0.1,27.5
2242,2021-07-14,236,4,129,2,1470,324989,184286,201948,1906700,0.11,25.9
2243,2021-07-14,526,5,794,1,3749,480024,254091,105705,932700,0.11,25.7
2244,2021-07-14,1537,6,575,16,8807,548458,292534,149667,1128800,0.13,25.7
2245,2021-07-14,400,7,343,2,3187,765848,355914,186899,1678700,0.11,26.3
2246,2021-07-14,164,9,176,2,2229,1402158,640610,289581,2510300,0.12,27.1
2247,2021-07-14,3,10,0,0,10,255871,148800,60356,254900,0.24,27.5
2248,2021-07-14,210,8,145,1,1744,1500366,693297,196971,1773600,0.11,27.5
2249,2021-07-14,286,13,303,4,2417,1567342,580323,344467,3908500,0.09,27.2
2250,2021-07-14,289,14,291,4,3782,1455322,602691,772986,2816500,0.27,24.775
2251,2021-07-14,5051,11,2433,46,47635,3740545,1961719,573885,6538000,0.09,27.05
2252,2021-07-14,189,12,62,1,738,374364,200966,128123,1259300,0.1,26.1
2253,2021-07-14,1749,15,539,18,14212,2811587,1468428,437421,1773700,0.25,27.6
2254,2021-07-14,38,16,134,2,955,55699,25259,36501,99600,0.37,26.1
2255,2021-07-14,40,17,16,0,390,143678,91025,34532,110000,0.31,26.5
2256,2021-07-15,599,2,307,7,5233,2121228,1067993,368997,3781000,0.1,27.2
2257,2021-07-15,695,3,262,4,4264,771578,429115,224705,2185100,0.1,28.5
2258,2021-07-15,255,4,108,3,1615,336038,189079,204075,1906700,0.11,27.3
2259,2021-07-15,484,5,183,3,4032,484832,255769,110882,932700,0.12,28.0
2260,2021-07-15,1603,6,575,11,9827,544599,292318,156357,1128800,0.14,28.0
2261,2021-07-15,222,7,220,5,3184,751369,352648,190630,1678700,0.11,28.1
2262,2021-07-15,344,9,98,1,2473,1376823,634639,295284,2510300,0.12,28.3
2263,2021-07-15,3,10,0,0,13,252434,148347,61599,254900,0.24,28.5
2264,2021-07-15,509,8,230,1,2020,1493394,691289,203273,1773600,0.11,28.5
2265,2021-07-15,370,13,207,2,2578,1549372,573939,353451,3908500,0.09,25.66666666666667
2266,2021-07-15,363,14,462,4,3682,1556883,627814,830625,2816500,0.29,26.525
2267,2021-07-15,6120,11,2416,45,51219,3738055,1961408,601654,6538000,0.09,28.7
2268,2021-07-15,70,12,39,0,767,391185,206858,131744,1259300,0.1,27.700000000000006
2269,2021-07-15,1499,15,886,23,14798,2802635,1465727,458203,1773700,0.26,29.0
2270,2021-07-15,26,16,98,1,882,54843,24986,38547,99600,0.39,26.5
2271,2021-07-15,53,17,4,0,439,143201,91269,34957,110000,0.32,28.4
2272,2021-07-16,609,2,473,7,5357,2075811,1046084,373402,3781000,0.1,27.1
2273,2021-07-16,458,3,400,4,4314,669889,385793,225323,2185100,0.1,29.2
2274,2021-07-16,225,4,101,2,1738,229304,138998,204487,1906700,0.11,28.7
2275,2021-07-16,575,5,345,7,4253,483085,255585,116324,932700,0.12,27.9
2276,2021-07-16,1619,6,568,4,10868,540758,291744,161091,1128800,0.14,27.9
2277,2021-07-16,382,7,366,0,3195,748393,353061,194312,1678700,0.12,28.8
2278,2021-07-16,299,9,352,3,2418,1373523,637906,297466,2510300,0.12,29.0
2279,2021-07-16,7,10,1,0,19,254416,148900,63282,254900,0.25,29.2
2280,2021-07-16,376,8,153,5,2239,1485509,686213,209030,1773600,0.12,29.2
2281,2021-07-16,326,13,344,3,2558,1631911,593475,362106,3908500,0.09,27.366666666666664
2282,2021-07-16,423,14,331,0,3772,1701815,660888,880263,2816500,0.31,27.075000000000006
2283,2021-07-16,5512,11,2472,53,54133,3774227,1973991,629361,6538000,0.1,29.15
2284,2021-07-16,102,12,47,2,820,261925,153968,131822,1259300,0.1,28.75
2285,2021-07-16,1542,15,556,24,15753,2841850,1473854,474770,1773700,0.27,29.7
2286,2021-07-16,24,16,222,1,684,56979,25902,40550,99600,0.41,27.8
2287,2021-07-16,62,17,11,0,490,147901,94302,35356,110000,0.32,28.6
2288,2021-07-17,625,2,430,16,5538,2040495,1022550,376666,3781000,0.1,27.5
2289,2021-07-17,701,3,323,7,4676,727186,402238,225705,2185100,0.1,29.2
2290,2021-07-17,211,4,113,0,1834,306323,171922,205077,1906700,0.11,28.9
2291,2021-07-17,569,5,215,11,4601,450217,239516,122273,932700,0.13,28.2
2292,2021-07-17,1280,6,842,20,11288,511398,276154,162316,1128800,0.14,28.2
2293,2021-07-17,317,7,223,12,3281,718168,334071,197361,1678700,0.12,29.4
2294,2021-07-17,428,9,162,4,2682,1298546,602855,298073,2510300,0.12,28.8
2295,2021-07-17,1,10,0,0,20,216010,124536,63284,254900,0.25,29.2
2296,2021-07-17,396,8,207,3,2426,1369192,634539,214056,1773600,0.12,29.2
2297,2021-07-17,647,13,238,1,2964,1518071,555585,371118,3908500,0.09,28.066666666666666
2298,2021-07-17,388,14,357,0,3802,1730561,647022,925596,2816500,0.33,27.875
2299,2021-07-17,4985,11,2793,46,56171,4074797,2050080,655223,6538000,0.1,29.15
2300,2021-07-17,177,12,81,2,916,350280,186965,138014,1259300,0.11,29.15
2301,2021-07-17,1740,15,571,16,16886,2745031,1425185,498228,1773700,0.28,29.7
2302,2021-07-17,22,16,64,0,641,52097,23893,42327,99600,0.42,28.1
2303,2021-07-17,41,17,10,0,520,140291,92023,35359,110000,0.32,28.6
2304,2021-07-18,808,2,499,10,5835,1996550,998867,378150,3781000,0.1,26.8
2305,2021-07-18,696,3,320,8,5031,781682,425565,226388,2185100,0.1,29.4
2306,2021-07-18,146,4,108,1,1872,355258,199289,207001,1906700,0.11,29.3
2307,2021-07-18,289,5,123,5,4760,369499,205472,122885,932700,0.13,27.6
2308,2021-07-18,771,6,570,14,11479,462629,254132,163449,1128800,0.14,27.6
2309,2021-07-18,369,7,194,6,3454,575738,287824,197571,1678700,0.12,28.4
2310,2021-07-18,407,9,487,1,2599,1088705,535797,298504,2510300,0.12,28.4
2311,2021-07-18,5,10,0,0,25,183829,104800,65555,254900,0.26,29.4
2312,2021-07-18,295,8,18,2,2701,1143808,555119,215107,1773600,0.12,29.4
2313,2021-07-18,666,13,236,2,3393,1303163,497068,375940,3908500,0.1,28.2
2314,2021-07-18,261,14,426,1,3635,1595527,602656,963198,2816500,0.34,28.6
2315,2021-07-18,4828,11,2113,82,58740,3741223,1912655,676612,6538000,0.1,28.200000000000006
2316,2021-07-18,123,12,33,1,1003,401746,210443,142782,1259300,0.11,28.85
2317,2021-07-18,945,15,556,17,17250,2472267,1325195,522580,1773700,0.29,28.6
2318,2021-07-18,50,16,83,1,607,43689,20594,43688,99600,0.44,27.9
2319,2021-07-18,51,17,12,2,559,141020,92676,35361,110000,0.32,27.8
2320,2021-07-19,876,2,313,9,6386,2247501,1104225,382146,3781000,0.1,27.4
2321,2021-07-19,705,3,415,14,5316,831000,444714,230851,2185100,0.11,29.2
2322,2021-07-19,170,4,153,1,1889,357011,198651,212581,1906700,0.11,27.8
2323,2021-07-19,474,5,161,10,5062,508558,260142,125879,932700,0.13,28.2
2324,2021-07-19,1340,6,614,10,12188,576421,301757,168358,1128800,0.15,28.2
2325,2021-07-19,475,7,250,0,3673,797283,359992,204568,1678700,0.12,28.5
2326,2021-07-19,324,9,251,2,2668,1414831,640933,304511,2510300,0.12,29.0
2327,2021-07-19,1,10,1,0,25,251390,140678,66200,254900,0.26,29.2
2328,2021-07-19,426,8,399,2,2724,1485605,674612,223197,1773600,0.13,29.2
2329,2021-07-19,651,13,231,2,3811,1638066,600168,379717,3908500,0.1,26.633333333333336
2330,2021-07-19,301,14,330,3,3605,1833979,685333,1005095,2816500,0.36,28.425
2331,2021-07-19,4404,11,2379,61,60643,4603959,2262577,709591,6538000,0.11,29.15
2332,2021-07-19,144,12,125,3,1019,357272,189489,145979,1259300,0.12,28.15
2333,2021-07-19,609,15,743,11,17082,3081454,1571100,548208,1773700,0.31,29.7
2334,2021-07-19,24,16,54,1,577,62097,27434,45581,99600,0.46,26.5
2335,2021-07-19,48,17,20,0,587,162464,104719,36814,110000,0.33,28.6
2336,2021-07-20,793,2,477,16,6686,1326980,721878,384471,3781000,0.1,28.0
2337,2021-07-20,701,3,338,8,5663,329151,214565,231161,2185100,0.11,29.0
2338,2021-07-20,179,4,136,0,1931,42244,34669,212587,1906700,0.11,29.2
2339,2021-07-20,309,5,115,9,5243,277250,164071,125983,932700,0.14,28.2
2340,2021-07-20,970,6,724,5,12427,320272,190235,170706,1128800,0.15,28.2
2341,2021-07-20,288,7,229,7,3723,342854,195139,205106,1678700,0.12,28.5
2342,2021-07-20,295,9,161,5,2799,856158,443215,305909,2510300,0.12,29.1
2343,2021-07-20,2,10,2,0,25,109686,72122,66256,254900,0.26,29.0
2344,2021-07-20,460,8,222,5,2960,928253,461770,225436,1773600,0.13,29.0
2345,2021-07-20,657,13,285,2,4182,894798,387583,381679,3908500,0.1,28.26666666666667
2346,2021-07-20,351,14,265,2,3690,1360576,549585,1043661,2816500,0.37,27.950000000000006
2347,2021-07-20,5524,11,3062,31,62955,2837397,1559246,735785,6538000,0.11,29.25
2348,2021-07-20,190,12,62,1,1144,88741,66730,145997,1259300,0.12,28.85
2349,2021-07-20,1580,15,1434,2,17175,1996024,1093275,575508,1773700,0.32,29.6
2350,2021-07-20,17,16,26,0,567,27416,15326,45641,99600,0.46,28.0
2351,2021-07-20,50,17,29,0,608,89225,63845,36826,110000,0.33,28.9
2352,2021-07-21,644,2,300,6,7023,2056711,1038095,388124,3781000,0.1,28.7
2353,2021-07-21,800,3,310,12,6139,539861,322944,231929,2185100,0.11,30.1
2354,2021-07-21,386,4,160,2,2157,166251,105249,213169,1906700,0.11,28.5
2355,2021-07-21,453,5,924,16,4754,455302,242146,131119,932700,0.14,28.7
2356,2021-07-21,745,6,733,7,12417,497719,275812,178245,1128800,0.16,28.7
2357,2021-07-21,603,7,331,6,3989,633866,309025,211837,1678700,0.13,29.3
2358,2021-07-21,274,9,170,2,2900,1239317,590435,313022,2510300,0.12,29.6
2359,2021-07-21,2,10,1,0,26,182881,116255,66335,254900,0.26,30.1
2360,2021-07-21,362,8,249,2,3070,1342566,633256,234804,1773600,0.13,30.1
2361,2021-07-21,474,13,311,1,4341,1478588,554586,385595,3908500,0.1,28.366666666666664
2362,2021-07-21,261,14,265,1,3684,1710309,656765,1088081,2816500,0.39,27.925
2363,2021-07-21,5550,11,3037,84,65312,4088796,2096640,777134,6538000,0.12,29.4
2364,2021-07-21,171,12,91,3,1223,214900,128233,150095,1259300,0.12,28.9
2365,2021-07-21,1174,15,925,57,17390,2815041,1446457,607465,1773700,0.34,29.9
2366,2021-07-21,35,16,67,0,534,54351,25326,48035,99600,0.48,28.3
2367,2021-07-21,51,17,28,0,630,139924,89838,38142,110000,0.35,28.9
2368,2021-07-22,791,2,362,15,7443,2125776,1068603,392810,3781000,0.1,28.5
2369,2021-07-22,701,3,303,4,6524,708257,399192,235331,2185100,0.11,30.4
2370,2021-07-22,240,4,236,0,2161,293344,169460,216458,1906700,0.11,28.2
2371,2021-07-22,353,5,209,7,4886,474251,252787,137016,932700,0.15,28.1
2372,2021-07-22,711,6,900,18,12208,531504,293408,187549,1128800,0.17,28.1
2373,2021-07-22,261,7,392,5,3852,718360,340851,216172,1678700,0.13,29.1
2374,2021-07-22,284,9,218,7,2960,1327513,625678,324210,2510300,0.13,29.6
2375,2021-07-22,6,10,5,0,27,237001,142340,67034,254900,0.26,30.4
2376,2021-07-22,371,8,62,2,3376,1428269,671835,241512,1773600,0.14,30.4
2377,2021-07-22,497,13,266,1,4567,1517733,570345,389368,3908500,0.1,28.066666666666666
2378,2021-07-22,644,14,318,0,4010,1508194,587694,1133550,2816500,0.4,27.65
2379,2021-07-22,6049,11,3882,39,67313,4231314,2164279,815348,6538000,0.12,28.9
2380,2021-07-22,391,12,31,2,1580,344873,186316,154626,1259300,0.12,28.65
2381,2021-07-22,1611,15,1118,32,17863,2891362,1493507,639451,1773700,0.36,29.2
2382,2021-07-22,24,16,98,2,459,52311,24890,50001,99600,0.5,26.8
2383,2021-07-22,100,17,36,0,694,148320,94386,39435,110000,0.36,28.6
2384,2021-07-23,722,2,407,15,7742,2043758,1036767,396603,3781000,0.1,26.2
2385,2021-07-23,937,3,633,6,6807,616710,361574,238580,2185100,0.11,29.1
2386,2021-07-23,372,4,178,0,2355,199147,123355,217284,1906700,0.11,28.0
2387,2021-07-23,452,5,296,13,5033,483729,255517,143424,932700,0.15,27.5
2388,2021-07-23,682,6,949,10,11929,602969,319450,194448,1128800,0.17,27.5
2389,2021-07-23,457,7,230,8,4066,745930,347953,219351,1678700,0.13,28.9
2390,2021-07-23,415,9,430,2,2943,1349707,633902,338926,2510300,0.14,29.3
2391,2021-07-23,3,10,1,0,29,243024,143294,68025,254900,0.27,29.1
2392,2021-07-23,530,8,399,2,3500,1457364,677662,248139,1773600,0.14,29.1
2393,2021-07-23,516,13,370,1,4707,1550142,578759,391846,3908500,0.1,28.566666666666666
2394,2021-07-23,461,14,377,3,4092,1735474,667570,1172607,2816500,0.42,28.325000000000006
2395,2021-07-23,7672,11,4303,65,70524,4334132,2201705,852032,6538000,0.13,29.15
2396,2021-07-23,229,12,179,1,1629,229405,138672,155820,1259300,0.12,28.45
2397,2021-07-23,2063,15,1268,17,18616,2973196,1524280,675115,1773700,0.38,29.7
2398,2021-07-23,21,16,55,1,425,56691,25974,51364,99600,0.52,28.2
2399,2021-07-23,41,17,19,0,716,150050,95837,40794,110000,0.37,28.6
2400,2021-07-24,804,2,298,10,8232,1994948,1010198,398859,3781000,0.11,28.2
2401,2021-07-24,867,3,478,17,7167,674817,379002,243934,2185100,0.11,29.7
2402,2021-07-24,502,4,187,0,2667,286014,163509,217739,1906700,0.11,28.9
2403,2021-07-24,631,5,690,7,4961,437399,233560,148839,932700,0.16,27.9
2404,2021-07-24,625,6,715,15,11816,552017,295943,197506,1128800,0.17,27.9
2405,2021-07-24,406,7,193,16,4271,641900,310932,223862,1678700,0.13,29.0
2406,2021-07-24,469,9,246,0,3163,1242914,590313,352007,2510300,0.14,28.9
2407,2021-07-24,7,10,1,0,35,215030,125956,68499,254900,0.27,29.7
2408,2021-07-24,505,8,335,6,3667,1325238,622113,253836,1773600,0.14,29.7
2409,2021-07-24,712,13,365,8,5053,1415507,536658,393689,3908500,0.1,28.566666666666666
2410,2021-07-24,261,14,288,2,4064,1638279,632320,1202093,2816500,0.43,28.675
2411,2021-07-24,7351,11,4172,87,73545,4119203,2088040,881120,6538000,0.13,29.25
2412,2021-07-24,267,12,36,3,1857,323511,175301,162501,1259300,0.13,28.95
2413,2021-07-24,2406,15,1378,13,19607,2663579,1392821,703312,1773700,0.4,29.6
2414,2021-07-24,30,16,84,0,370,50960,23789,52440,99600,0.53,28.9
2415,2021-07-24,59,17,5,0,770,133701,87088,41703,110000,0.38,28.9
2416,2021-07-25,950,2,566,23,8585,1874711,956050,400505,3781000,0.11,28.2
2417,2021-07-25,1216,3,602,4,7755,695591,390068,251665,2185100,0.12,29.8
2418,2021-07-25,266,4,221,0,2711,319746,183118,224498,1906700,0.12,29.6
2419,2021-07-25,370,5,273,5,5041,350908,196282,148839,932700,0.16,28.5
2420,2021-07-25,513,6,615,11,11693,458171,255937,200558,1128800,0.18,28.5
2421,2021-07-25,424,7,198,3,4494,521324,269644,224270,1678700,0.13,29.4
2422,2021-07-25,609,9,214,1,3557,1015453,512661,363566,2510300,0.14,28.9
2423,2021-07-25,10,10,0,0,45,166197,99326,68919,254900,0.27,29.8
2424,2021-07-25,573,8,40,0,4200,1075937,531874,258652,1773600,0.15,29.8
2425,2021-07-25,818,13,537,2,5326,1164461,465998,394493,3908500,0.1,28.566666666666666
2426,2021-07-25,407,14,245,2,4223,1457247,576764,1221147,2816500,0.43,29.0
2427,2021-07-25,8500,11,4645,27,77236,3504139,1835528,912426,6538000,0.14,29.35
2428,2021-07-25,273,12,173,1,1957,363018,195574,168141,1259300,0.13,29.5
2429,2021-07-25,2045,15,1220,12,20404,2302962,1253711,733181,1773700,0.41,29.5
2430,2021-07-25,21,16,60,1,331,43680,21104,53426,99600,0.54,28.8
2431,2021-07-25,50,17,74,0,746,129378,84688,42677,110000,0.39,29.2
2432,2021-07-26,1449,2,429,24,9579,2101393,1066897,404925,3781000,0.11,27.0
2433,2021-07-26,1160,3,593,19,8309,725805,409608,260660,2185100,0.12,29.6
2434,2021-07-26,346,4,236,0,2819,308188,178752,230577,1906700,0.12,29.0
2435,2021-07-26,373,5,245,18,5159,481481,255574,155017,932700,0.17,27.5
2436,2021-07-26,452,6,750,14,11384,584498,317110,208668,1128800,0.18,27.5
2437,2021-07-26,386,7,344,7,4532,737570,348451,230729,1678700,0.14,28.1
2438,2021-07-26,590,9,300,5,3837,1317612,621968,380754,2510300,0.15,28.5
2439,2021-07-26,2,10,4,0,43,244748,144569,69591,254900,0.27,29.6
2440,2021-07-26,402,8,314,3,4285,1424757,669576,266679,1773600,0.15,29.6
2441,2021-07-26,720,13,488,6,5551,1528054,574980,396678,3908500,0.1,28.6
2442,2021-07-26,356,14,308,0,4270,1675682,656224,1252612,2816500,0.44,28.475
2443,2021-07-26,6508,11,4348,58,79259,4152031,2153310,964054,6538000,0.15,27.85
2444,2021-07-26,245,12,243,2,1956,351251,190626,174743,1259300,0.14,28.55
2445,2021-07-26,1425,15,660,51,21128,2869510,1493177,768159,1773700,0.43,28.3
2446,2021-07-26,8,16,66,0,272,58320,26401,54287,99600,0.55,28.7
2447,2021-07-26,94,17,43,0,797,147054,94390,44428,110000,0.4,27.4
2448,2021-07-27,907,2,280,21,10189,2140939,1079832,410419,3781000,0.11,27.9
2449,2021-07-27,1000,3,501,15,8788,724223,409158,269655,2185100,0.12,29.3
2450,2021-07-27,592,4,175,5,3233,303321,177118,238224,1906700,0.12,28.9
2451,2021-07-27,674,5,178,17,5647,480982,255136,162527,932700,0.17,26.1
2452,2021-07-27,669,6,1072,7,10964,579734,316944,218388,1128800,0.19,26.1
2453,2021-07-27,403,7,395,2,4537,742288,350989,236094,1678700,0.14,27.9
2454,2021-07-27,583,9,339,0,4080,1317829,621294,395216,2510300,0.16,28.4
2455,2021-07-27,2,10,0,0,44,242787,144791,70928,254900,0.28,29.3
2456,2021-07-27,618,8,483,1,4413,1428468,671974,274377,1773600,0.15,29.3
2457,2021-07-27,741,13,652,3,5632,1521318,574106,398979,3908500,0.1,29.066666666666666
2458,2021-07-27,405,14,440,2,4235,1673940,654514,1280332,2816500,0.45,28.275
2459,2021-07-27,6616,11,5235,96,80492,4266994,2187712,1025958,6538000,0.16,27.2
2460,2021-07-27,317,12,145,3,2124,349225,190344,181615,1259300,0.14,28.4
2461,2021-07-27,2457,15,1516,34,22030,2919408,1514401,804356,1773700,0.45,28.0
2462,2021-07-27,11,16,40,1,243,57009,26092,54965,99600,0.55,29.2
2463,2021-07-27,122,17,75,0,844,148792,95200,46353,110000,0.42,26.4
2464,2021-07-28,767,2,708,17,10224,2160791,1089712,416399,3781000,0.11,28.3
2465,2021-07-28,1112,3,504,10,9374,728981,411292,280598,2185100,0.13,29.3
2466,2021-07-28,532,4,237,5,3525,305291,178184,244443,1906700,0.13,28.8
2467,2021-07-28,531,5,752,7,5409,495219,260473,167303,932700,0.18,28.0
2468,2021-07-28,863,6,1358,22,10447,607745,326219,233843,1128800,0.21,28.0
2469,2021-07-28,429,7,157,3,4805,741120,351981,243356,1678700,0.14,29.5
2470,2021-07-28,406,9,547,11,3930,1317727,622880,415108,2510300,0.17,29.4
2471,2021-07-28,3,10,7,0,40,236630,142274,72819,254900,0.29,29.3
