cluster,state,date_announced,date_last_onset,category,status
KLUSTER JALAN TELUK GADING,"1,6",2021-09-07,2021-09-06,workplace,ended
KLUSTER KEBUN BARU KAMPUNG JURU,7,2021-09-07,2021-09-06,workplace,ended
KLUSTER TAPAK BINA TANJUNG 27,1,2021-09-07,2021-09-06,workplace,ended
KLUSTER KAMPUNG PANGKAL GERAP,3,2021-09-07,2021-09-06,community,ended
KLUSTER DAH TAPAK BINA GANDING,2,2021-09-07,2021-09-06,workplace,ended
KLUSTER INDUSTRI JALAN PALOH,1,2021-09-07,2021-09-06,workplace,ended
KLUSTER TAPAK BINA BULATAN PANDAN 2,14,2021-09-07,2021-09-06,workplace,ended
KLUSTER KAMPUNG PADANG BUKIT,3,2021-09-07,2021-09-06,community,ended
KLUSTER KAMPUNG DUSUN KECHAU,6,2021-09-07,2021-09-08,community,ended
KLUSTER PAGAR SIPUT 3,1,2021-09-07,2021-09-08,detentionCentre,ended
KLUSTER TAPAK BINA LINTANG HAJJAH REHMAH,7,2021-09-07,2021-09-08,workplace,ended
KLUSTER JALAN PANDAN BATU ENAM,1,2021-09-07,2021-09-09,workplace,ended
KLUSTER SIMPANG TIGA PENGKALAN CHEPA,3,2021-09-07,2021-09-09,workplace,ended
KLUSTER SOLOK DUKU,4,2021-09-07,2021-09-09,community,ended
KLUSTER DAH KAMPUNG ENAM,2,2021-09-07,2021-09-10,community,ended
KLUSTER INDUSTRI SIMPANG EMPAT,4,2021-09-07,2021-09-11,workplace,ended
KLUSTER BERURU,13,2021-09-07,2021-09-11,community,ended
KLUSTER INDUSTRI JALAN JOHOR KLUANG,1,2021-09-07,2021-09-11,workplace,ended
KLUSTER LORONG PERUSAHAAN MAJU EMPAT,7,2021-09-07,2021-09-11,workplace,ended
KLUSTER TAPAK BINA JALAN SP 1/3,10,2021-09-07,2021-09-13,workplace,ended
KLUSTER INDUSTRI JALAN JORAK ESTET,1,2021-09-07,2021-09-14,workplace,ended
KLUSTER SERI IMPIAN KLUANG,1,2021-09-07,2021-09-14,education,ended
KLUSTER LORONG PERUSAHAAN BARU DUA,7,2021-09-07,2021-09-14,workplace,ended
KLUSTER INDUSTRI JALAN LIMA OLAK LEMPIT,10,2021-09-07,2021-09-16,workplace,ended
KLUSTER TAPAK BINA JALAN MERBUK,10,2021-09-07,2021-09-16,workplace,ended
KLUSTER TAPAK BINA SUNGAI SEGAMAT,1,2021-09-07,2021-09-18,workplace,ended
KLUSTER KAMPUNG BADONG DALAM,6,2021-09-07,2021-09-18,community,ended
KLUSTER RIMBUNAN KASEH,11,2021-09-07,2021-09-19,workplace,ended
KLUSTER INDUSTRI JALAN KARBURETOR 21,10,2021-09-07,2021-09-20,workplace,ended
KLUSTER KERATONG LAPAN,6,2021-09-07,2021-09-21,community,ended
KLUSTER JALAN PELABUHAN EMPAT,8,2021-09-07,2021-09-21,workplace,ended
KLUSTER LUBUK WONG,6,2021-09-07,2021-09-23,community,ended
KLUSTER SUNGAI TANGAP,13,2021-09-07,2021-09-30,community,ended
KLUSTER PINANG JAWA,13,2021-09-07,2021-10-20,community,ended
KLUSTER JALAN CHEMOR ESTATE,8,2021-09-08,2021-09-07,highRisk,ended
KLUSTER JALAN KUBANG KACANG,3,2021-09-08,2021-09-07,community,ended
KLUSTER INDUSTRI JALAN NURI,10,2021-09-08,2021-09-07,workplace,ended
KLUSTER LEMUJAN,13,2021-09-08,2021-09-07,community,ended
KLUSTER LORONG PENGGAWA YAHYA,3,2021-09-08,2021-09-07,community,ended
KLUSTER JALAN PBR 12,4,2021-09-08,2021-09-07,workplace,ended
KLUSTER KAMPUNG KEDAP,3,2021-09-08,2021-09-07,community,ended
KLUSTER LORONG MADRASAH,3,2021-09-08,2021-09-07,community,ended
KLUSTER KAMPUNG KUALA BESAR,3,2021-09-08,2021-09-07,community,ended
KLUSTER TAPAK BINA JALAN TENGKU AZIZAH,1,2021-09-08,2021-09-08,workplace,ended
KLUSTER DAH EMPAT INDUSTRI SUNGAI PETANI,2,2021-09-08,2021-09-08,workplace,ended
KLUSTER TAPAK BINA PERSIARAN ELMINA,10,2021-09-08,2021-09-08,workplace,ended
KLUSTER KAMPUNG GONG MANAK,3,2021-09-08,2021-09-08,community,ended
KLUSTER KAMPUNG AYER PAPAN,8,2021-09-08,2021-09-09,highRisk,ended
KLUSTER TAPAK BINA JALAN TASEK MUTIARA TUJUH,7,2021-09-08,2021-09-10,workplace,ended
KLUSTER JALAN SCIENTEX 20,1,2021-09-08,2021-09-10,education,ended
KLUSTER INDUSTRI PERSIARAN PENGKALAN 32,8,2021-09-08,2021-09-10,workplace,ended
KLUSTER LORONG PASIR LADA,3,2021-09-08,2021-09-10,community,ended
KLUSTER INDUSTRI DUA JALAN ANGGERIK MOKARA 47,10,2021-09-08,2021-09-11,workplace,ended
KLUSTER PASAR MATU,13,2021-09-08,2021-09-14,workplace,ended
KLUSTER DAH TAPAK BINA PATANI,2,2021-09-08,2021-09-14,workplace,ended
KLUSTER TAPAK BINA JALAN KUBANG MENERONG,7,2021-09-08,2021-09-14,workplace,ended
KLUSTER JALAN SUTERA BAKAR BATU,1,2021-09-08,2021-09-15,community,ended
KLUSTER JALAN MAYANG PASIR TIGA,7,2021-09-08,2021-09-15,workplace,ended
KLUSTER SEMAMBU EMPAT,6,2021-09-08,2021-09-16,workplace,ended
KLUSTER ZON INDUSTRI BEBAS TIGA,7,2021-09-08,2021-09-16,workplace,ended
KLUSTER JALAN KUBANG GOLOK-MERABANG,3,2021-09-08,2021-09-17,community,ended
KLUSTER INDUSTRI JALAN JOHOR AYER HITAM,1,2021-09-08,2021-09-18,workplace,ended
KLUSTER TAPAK BINA JALAN ELEGAN,10,2021-09-08,2021-09-18,workplace,ended
KLUSTER SUNGAI TEKAM JERANTUT,6,2021-09-08,2021-09-19,community,ended
KLUSTER JALAN SP 5/4,10,2021-09-08,2021-09-20,education,ended
KLUSTER LADANG JALAN BAHAU-ROMPIN,5,2021-09-08,2021-09-22,workplace,ended
KLUSTER INDUSTRI JALAN GANGSA KULAI,1,2021-09-08,2021-09-27,workplace,ended
KLUSTER TAPAK BINA PERSIARAN LAMAN VIEW,10,2021-09-08,2021-09-30,workplace,ended
KLUSTER INDUSTRI DUA JALAN BANDAR LAMA,10,2021-09-08,2021-10-06,workplace,ended
KLUSTER INDUSTRI DUA JALAN HI TECH TUJUH,10,2021-09-09,2021-09-08,workplace,ended
KLUSTER JALAN KUKUH,1,2021-09-09,2021-09-08,workplace,ended
KLUSTER TAPAK BINA JALAN GAJAH 12,10,2021-09-09,2021-09-08,workplace,ended
KLUSTER SUNGAI SEGAN,13,2021-09-09,2021-09-08,community,ended
KLUSTER INDUSTRI DUA MERANTI JAYA 13,10,2021-09-09,2021-09-08,workplace,ended
KLUSTER TAPAK BINA SALENG,1,2021-09-09,2021-09-08,workplace,ended
KLUSTER RAPAK,12,2021-09-09,2021-09-08,community,ended
KLUSTER JALAN BINTULU-MIRI,13,2021-09-09,2021-09-09,community,ended
KLUSTER KAMPUNG BANGGOL GAJAH MATI HULU,3,2021-09-09,2021-09-09,community,ended
KLUSTER KAMPUNG PADANG EMBUN,3,2021-09-09,2021-09-09,community,ended
KLUSTER BUKIT KENAK,11,2021-09-09,2021-09-10,community,ended
KLUSTER JALAN SELAMAT TANGKAK,1,2021-09-09,2021-09-11,community,ended
KLUSTER LORONG PEMUDA,3,2021-09-09,2021-09-15,community,ended
KLUSTER JALAN RADIN ANUM,14,2021-09-09,2021-09-16,education,ended
KLUSTER INDUSTRI BATU 5 JALAN BUNGA RAYA,10,2021-09-09,2021-09-17,workplace,ended
KLUSTER INDUSTRI BATU 6 SUNGAI PULUH,10,2021-09-09,2021-09-18,workplace,ended
KLUSTER SAWIT KOTA GELANGGI 5 & 6,6,2021-09-09,2021-09-21,workplace,ended
KLUSTER INDUSTRI JALAN MAYANG PASIR,7,2021-09-09,2021-09-22,workplace,ended
KLUSTER TAPAK BINA SUNGAI PULAI,1,2021-09-09,2021-09-22,workplace,ended
KLUSTER BANGGOL 2,11,2021-09-09,2021-09-26,community,ended
KLUSTER INDUSTRI TIGA JALAN RUKUN,10,2021-09-09,2021-10-01,workplace,ended
KLUSTER INDUSTRI JALAN PK SATU,4,2021-09-09,2021-10-02,workplace,ended
KLUSTER PERMATANG PAUH,6,2021-09-09,2021-10-02,community,ended
KLUSTER INDUSTRI CHENDERING,11,2021-09-09,2021-10-03,workplace,ended
KLUSTER SAWIT KERDAU,6,2021-09-09,2021-10-11,workplace,ended
KLUSTER KAMPUNG LERYAR,6,2021-09-09,2021-10-17,community,ended
KLUSTER INDUSTRI BATU 8 IJOK,10,2021-09-09,2021-11-01,workplace,ended
KLUSTER INDUSTRI SUNGAI RASAU 35,10,2021-09-10,2021-09-09,workplace,ended
KLUSTER KAMPUNG ARAB BAKRI,1,2021-09-10,2021-09-09,workplace,ended
KLUSTER PERSIARAN SERENE,10,2021-09-10,2021-09-09,workplace,ended
KLUSTER HALAMAN RUSA,7,2021-09-10,2021-09-09,workplace,ended
KLUSTER INDUSTRI JALAN UTARID U5/13,10,2021-09-10,2021-09-09,workplace,ended
KLUSTER INDUSTRI LEPAU,1,2021-09-10,2021-09-09,workplace,ended
KLUSTER SEKSYEN 9 JALAN SULTANAH ZAINAB,3,2021-09-10,2021-09-09,workplace,ended
KLUSTER INDUSTRI JALAN SEPADU 123A,10,2021-09-10,2021-09-09,workplace,ended
KLUSTER LADANG KAMPUNG RAJA MUSA,10,2021-09-10,2021-09-09,workplace,ended
KLUSTER INDUSTRI JALAN FIRMA DUA,1,2021-09-10,2021-09-09,workplace,ended
KLUSTER KAMPUNG TERANEK,3,2021-09-10,2021-09-09,community,ended
KLUSTER KAMPUNG BINJAI BATU 11,3,2021-09-10,2021-09-09,community,ended
KLUSTER INDUSTRI KAMPUNG BARU SUNGAI BULOH,10,2021-09-10,2021-09-10,workplace,ended
KLUSTER SAWIT PERPADUAN,12,2021-09-10,2021-09-10,workplace,ended
KLUSTER INDUSTRI PLO SRI GADING,1,2021-09-10,2021-09-11,workplace,ended
KLUSTER JALAN JOHOR 57,1,2021-09-10,2021-09-13,workplace,ended
KLUSTER JALAN SAGIL TANGKAK,1,2021-09-10,2021-09-14,workplace,ended
KLUSTER JALAN YEW,14,2021-09-10,2021-09-14,highRisk,ended
KLUSTER INDUSTRI JALAN P4/1,10,2021-09-10,2021-09-14,workplace,ended
KLUSTER TAPAK BINA JALAN KLEBANG MUTIARA,8,2021-09-10,2021-09-15,workplace,ended
KLUSTER INDUSTRI IDAMAN EMPAT,1,2021-09-10,2021-09-15,workplace,ended
KLUSTER TAPAK BINA LEBUH MAHSURI,7,2021-09-10,2021-09-15,workplace,ended
KLUSTER INDUSTRI JALAN LAPAN OLAK LEMPIT,10,2021-09-10,2021-09-17,workplace,ended
KLUSTER JALAN SERULING EMAS EMPAT,7,2021-09-10,2021-09-17,highRisk,ended
KLUSTER INDUSTRI SRI SULONG 19,1,2021-09-10,2021-09-17,workplace,ended
KLUSTER DIOH AIR PETAI,5,2021-09-10,2021-09-17,community,ended
KLUSTER TAPAK BINA JALAN SUNGAI CHANDONG,10,2021-09-10,2021-09-18,workplace,ended
KLUSTER JALAN MUAR PAGOH,1,2021-09-10,2021-09-18,workplace,ended
KLUSTER TAPAK BINA BATU BERENDAM,4,2021-09-10,2021-09-20,workplace,ended
KLUSTER HILIR SUNGAI KLUANG DUA,7,2021-09-10,2021-09-20,workplace,ended
KLUSTER JALAN INDUSTRI 2/1 GOPENG,8,2021-09-10,2021-09-23,workplace,ended
KLUSTER INDUSTRI TEMBAGA KAMUNTING,8,2021-09-10,2021-09-23,workplace,ended
KLUSTER TAPAK BINA TASIK INDAH KLUANG,1,2021-09-10,2021-09-25,workplace,ended
KLUSTER TIGA JALAN CITY,10,2021-09-10,2021-09-30,workplace,ended
KLUSTER JALAN MEDAN STESEN 18/5,8,2021-09-10,2021-10-04,workplace,ended
KLUSTER PAYA LAWAS,11,2021-09-10,2021-10-05,community,ended
KLUSTER PAYA PELONG,6,2021-09-10,2021-10-08,community,ended
KLUSTER INDUSTRI ANGKASA MAS ENAM,1,2021-09-11,2021-09-10,workplace,ended
KLUSTER INDUSTRI AIR HITAM KULAI,1,2021-09-11,2021-09-10,workplace,ended
KLUSTER INDUSTRI JALAN PERUSAHAAN BUNTAR,8,2021-09-11,2021-09-10,workplace,ended
KLUSTER TAPAK BINA BEKOK-LABIS,1,2021-09-11,2021-09-10,workplace,ended
KLUSTER AYER HITAM BATU EMPAT,1,2021-09-11,2021-09-10,workplace,ended
KLUSTER JALAN PARIT BOTAK,1,2021-09-11,2021-09-10,education,ended
KLUSTER TAMAN JAYA CHEKOK,3,2021-09-11,2021-09-10,education,ended
KLUSTER KAMPUNG BECHAH KELUBI,3,2021-09-11,2021-09-10,community,ended
KLUSTER TEKNOLOGI CHENG LOT SATU,4,2021-09-11,2021-09-13,workplace,ended
KLUSTER INDUSTRI PERUSAHAAN SATU BUNTAR,8,2021-09-11,2021-09-13,workplace,ended
KLUSTER JALAN PINTU TIGA STADIUM,3,2021-09-11,2021-09-14,workplace,ended
KLUSTER JALAN DUA KEPALA BATAS,7,2021-09-11,2021-09-15,workplace,ended
KLUSTER JALAN GAPIS,8,2021-09-11,2021-09-17,highRisk,ended
KLUSTER TAPAK BINA SEJAGOP,8,2021-09-11,2021-09-17,workplace,ended
KLUSTER KAMPUNG CHENGAL BATU,3,2021-09-11,2021-09-17,community,ended
KLUSTER LADANG PADANG KAHANG,1,2021-09-11,2021-09-19,workplace,ended
KLUSTER TAPAK BINA JALAN STATION PALOH,1,2021-09-11,2021-09-19,workplace,ended
KLUSTER KAMPUNG KEDONDONG,3,2021-09-11,2021-09-19,community,ended
KLUSTER JALAN TANJUNG RAMBUTAN,8,2021-09-11,2021-09-20,highRisk,ended
KLUSTER JALAN JAYA EMPAT PONTIAN,1,2021-09-11,2021-09-20,workplace,ended
KLUSTER INDUSTRI DUA JALAN WAJA 14,10,2021-09-11,2021-09-20,workplace,ended
KLUSTER JALAN CHERANG RUKU,3,2021-09-11,2021-09-21,highRisk,ended
KLUSTER JALAN BARU KAMPUNG SUNGAI,3,2021-09-11,2021-09-21,community,ended
KLUSTER KAMPUNG BAHAGIA,3,2021-09-11,2021-09-25,community,ended
KLUSTER TAMAN DESA PERMATA,8,2021-09-11,2021-09-27,community,ended
KLUSTER TAPAK BINA JALAN PANTAI SINARAN,7,2021-09-11,2021-10-03,workplace,ended
KLUSTER INDUSTRI PLO 53,1,2021-09-11,2021-10-06,workplace,ended
KLUSTER JALAN SUNGAI UDANG,4,2021-09-11,2021-11-01,workplace,ended
KLUSTER JALAN PLATINUM SATU,1,2021-09-12,2021-09-11,workplace,ended
KLUSTER KAMPUNG KENAK,3,2021-09-12,2021-09-11,community,ended
KLUSTER KAMPUNG BARU HUJUNG REPEK,3,2021-09-12,2021-09-11,community,ended
KLUSTER TAPAK BINA JALAN TUN HAMDAN SHEIKH TAHIR,7,2021-09-12,2021-09-11,workplace,ended
KLUSTER TAPAK BINA DPB TIGA,1,2021-09-12,2021-09-11,workplace,ended
KLUSTER NANGA LASI MIT,13,2021-09-12,2021-09-11,community,ended
KLUSTER JALAN MIEL SATU,1,2021-09-12,2021-09-11,workplace,ended
KLUSTER MUKIM EMPAT PARIT SULONG,1,2021-09-12,2021-09-11,workplace,ended
KLUSTER KAMPUNG SIREH BAWAH LEMBAH,3,2021-09-12,2021-09-11,community,ended
KLUSTER KAMPUNG KEDAI BARU BANGGU,3,2021-09-12,2021-09-11,community,ended
KLUSTER INDUSTRI SRI PLENTONG EMPAT,1,2021-09-12,2021-09-11,workplace,ended
KLUSTER BATU DUA JALAN MUAR,1,2021-09-12,2021-09-11,workplace,ended
KLUSTER KAMPUNG BUNUT PAYONG,3,2021-09-12,2021-09-11,community,ended
KLUSTER INDUSTRI JALAN PERDANA DUA,1,2021-09-12,2021-09-11,workplace,ended
KLUSTER PUTRA DUA 2,16,2021-09-12,2021-09-11,workplace,ended
KLUSTER JALAN TALI AIR PADANG TEMBAK,3,2021-09-12,2021-09-11,community,ended
KLUSTER LORONG MASJID TAL TUJOH,3,2021-09-12,2021-09-13,community,ended
KLUSTER DAH KAMPUNG RIMAU,2,2021-09-12,2021-09-15,community,ended
KLUSTER KAMPUNG PUSU SIREH,3,2021-09-12,2021-09-15,community,ended
KLUSTER WAWASAN BERNAM MELINTANG,8,2021-09-12,2021-09-16,community,ended
KLUSTER BIJONGON,13,2021-09-12,2021-09-16,community,ended
KLUSTER JALAN KETING GUNONG,3,2021-09-12,2021-09-16,workplace,ended
KLUSTER TAPAK BINA PERSIARAN CASSIA SELATAN ENAM,7,2021-09-12,2021-09-17,workplace,ended
KLUSTER SAWIT SERIAN,13,2021-09-12,2021-09-19,workplace,ended
KLUSTER INDUSTRI JALAN SAWMILL GEMAS BARU,1,2021-09-12,2021-09-20,workplace,ended
KLUSTER JALAN PASAR LAMA,3,2021-09-12,2021-09-21,highRisk,ended
KLUSTER JALAN DEPAN MASJID BECHAH SEMAK,3,2021-09-12,2021-09-22,community,ended
KLUSTER TAMAN DATO AJIB,1,2021-09-12,2021-09-23,community,ended
KLUSTER BATU TUJUH BAKRI,1,2021-09-12,2021-09-23,workplace,ended
KLUSTER INDUSTRI TANJUNG SELABU,1,2021-09-12,2021-09-27,workplace,ended
KLUSTER PULAI JAYA SEMBILAN 2,8,2021-09-12,2021-09-30,workplace,ended
KLUSTER KAMPUNG KOLEK,6,2021-09-12,2021-10-05,religious,ended
KLUSTER JALAN KLEBANG 1/1,8,2021-09-12,2021-10-10,workplace,ended
KLUSTER JALAN GENUANG,1,2021-09-12,2021-10-10,highRisk,ended
KLUSTER JALAN JASA 59,1,2021-09-13,2021-09-12,highRisk,ended
KLUSTER JALAN FIRMA DUA TEBRAU,1,2021-09-13,2021-09-12,workplace,ended
KLUSTER BATU EMPAT PARIT BAKAR,1,2021-09-13,2021-09-12,workplace,ended
KLUSTER KAMPUNG PARIT JAMIL,1,2021-09-13,2021-09-12,workplace,ended
KLUSTER TAPAK BINA JALAN BANGAU,1,2021-09-13,2021-09-12,workplace,ended
KLUSTER SUNGAI KERUBONG,13,2021-09-13,2021-09-12,community,ended
KLUSTER SUNGAI SUJAN MAPOK,13,2021-09-13,2021-09-12,community,ended
KLUSTER INDUSTRI JALAN LENGKUK,10,2021-09-13,2021-09-12,workplace,ended
KLUSTER KAMPUNG BANGGOL KULIM,3,2021-09-13,2021-09-12,community,ended
KLUSTER SUNGAI DABAI,13,2021-09-13,2021-09-12,community,ended
KLUSTER KAMPUNG SOLOK TERENTANG,4,2021-09-13,2021-09-13,community,ended
KLUSTER JALAN WAKAF MEK ZAINAB,3,2021-09-13,2021-09-14,community,ended
KLUSTER ANDI LIAM,13,2021-09-13,2021-09-15,community,ended
KLUSTER DAH KANGKONG INDUSTRI ALOR SETAR,2,2021-09-13,2021-09-15,workplace,ended
KLUSTER TAPAK BINA PUTERA INDAH,1,2021-09-13,2021-09-16,workplace,ended
KLUSTER TINWAR KELEKU,13,2021-09-13,2021-09-16,community,ended
KLUSTER LORONG PASAR MANJOI,8,2021-09-13,2021-09-16,workplace,ended
KLUSTER KAMPUNG PAUH PANJI,3,2021-09-13,2021-09-16,community,ended
KLUSTER JALAN KEMAJUAN TANGKAK,1,2021-09-13,2021-09-17,workplace,ended
KLUSTER TAPAK BINA DESA PERMAI,1,2021-09-13,2021-09-18,workplace,ended
KLUSTER KAMPUNG BUNUT SUSU,3,2021-09-13,2021-09-19,community,ended
KLUSTER PULAU BRUNEI,13,2021-09-13,2021-09-19,community,ended
KLUSTER INDUSTRI PENGKALAN JOHAN 2/1,8,2021-09-13,2021-09-21,workplace,ended
KLUSTER KAMPUNG PECAH BATU,8,2021-09-13,2021-09-22,community,ended
KLUSTER METRO SENDAYAN SATU,5,2021-09-13,2021-09-23,education,ended
KLUSTER PERSIARAN KANTHAN SATU,8,2021-09-13,2021-09-26,workplace,ended
KLUSTER INDUSTRI JALAN MUAR-TANGKAK 13,1,2021-09-13,2021-09-27,workplace,ended
KLUSTER KAMPUNG TEMENTONG,6,2021-09-13,2021-10-01,community,ended
KLUSTER DAH ESTATE INDUSTRI KULIM,2,2021-09-13,2021-10-01,workplace,ended
KLUSTER PAYA MENGKUANG TEMERLOH,6,2021-09-13,2021-10-02,community,ended
KLUSTER LADANG DESA JEROCCO 2,12,2021-09-13,2021-10-05,workplace,ended
KLUSTER LINTANG BAYAN LEPAS TUJUH,7,2021-09-13,2021-10-21,workplace,ended
KLUSTER JUNDAK SAEH MERAH,13,2021-09-14,2021-09-13,community,ended
KLUSTER INDUSTRI BATU 16 SALENG,1,2021-09-14,2021-09-13,workplace,ended
KLUSTER JALAN UPLAND,13,2021-09-14,2021-09-13,highRisk,ended
KLUSTER INDUSTRI KAMPUNG KEBUN SAYUR,1,2021-09-14,2021-09-13,workplace,ended
KLUSTER INDUSTRI BATU 29,10,2021-09-14,2021-09-13,workplace,ended
KLUSTER KAMPUNG TELUK PANJI,3,2021-09-14,2021-09-13,community,ended
KLUSTER INDUSTRI DUA JALAN TELOK GONG,10,2021-09-14,2021-09-13,workplace,ended
KLUSTER KAMPUNG SUNGAI KELADI,3,2021-09-14,2021-09-13,community,ended
KLUSTER DEPAN MASJID KAMPUNG BANGGOL KULIM,3,2021-09-14,2021-09-13,community,ended
KLUSTER KAMPUNG BAWAH LEMBAH BUNUT PAYONG,3,2021-09-14,2021-09-15,community,ended
